Species,Brain.weight,IT,log_brain_weight,log_it,residuals,Habitat,Preference,brain_it
Agapostemon_sericeus,0.8494999999999999,2.25425,-0.16310733787015044,0.8128173233978789,0.0174166863434986,Agricultural,1,0.3768437396029721
Agapostemon_virescens,1.2810000000000001,1.7145,0.2476410229145973,0.5391214929208379,0.9427753815955995,Agricultural,1,0.747156605424322
Andrena_carlini,1.558,3.102333333333333,0.4434029474485566,1.1321545165354636,0.0235005074301049,Agricultural,1,0.5022026431718062
Andrena_crataegi,0.7983333333333333,1.9685,-0.22522905780523111,0.6772718314016551,0.2101512820860873,Agricultural,1,0.40555414444162224
Andrena_dunningi,1.2845,2.555875,0.25036953756780117,0.9383946307810812,0.19477969756458097,Agricultural,NA,0.5025676138308799
Andrena_hirticincta,1.168,2.667,0.15529288440603525,0.9809542451998772,0.019681301387276532,Agricultural,1,0.43794525684289465
Andrena_milwaukeensis,1.0025,2.286,0.002496880198587146,0.8268035653726189,0.156723592363246,Agricultural,0,0.4385389326334208
Andrena_miserabilis,0.4545,2.0549999999999997,-0.7885573653646035,0.7202758479481978,-0.43403434544006586,Agricultural,NA,0.22116788321167888
Andrena_nasonii,0.3305,1.27,-1.1071486196903961,0.23901690047049992,0.15225054502319932,Agricultural,1,0.26023622047244094
Andrena_nubecula,0.4155,1.3335,-0.8782726646866342,0.28780706463993183,0.28938990813885573,Agricultural,0,0.31158605174353204
Andrena_pruni,0.6605,1.762125,-0.4147581550197571,0.5665204671089524,0.22885990819400093,Agricultural,0,0.37483152443782364
Andrena_rugosa,0.5153333333333333,1.5451666666666666,-0.6629413385028795,0.43513177939679026,0.22771730406838603,Agricultural,NA,0.33351310538237516
Andrena_vicina,1.56025,2.82575,0.4448460648320153,1.0387738160887034,0.2005205541586163,Agricultural,1,0.5521542953198265
Andrena_wilkella,1.0102499999999999,2.286,0.010197824976445877,0.8268035653726189,0.16442453714110475,Agricultural,1,0.44192913385826765
Anthidium_manicatum,2.3458,3.6718,0.8526264951052677,1.3006820050439682,0.11585409372443574,Agricultural,0,0.6388692194563974
Anthidium_oblongatum,1.7525714285714287,3.071857142857143,0.5610840971966918,1.1222823112279383,0.15974364574189912,Agricultural,NA,0.5705250430172534
Augochlora_pura,0.586,1.9381,-0.5344354894051245,0.6617081117245649,-0.06979182104210917,Agricultural,1,0.3023579794644239
Augochlorella_aurata,0.35225,1.444625,-1.0434141282033473,0.3678497723134684,-0.026250028430067452,Agricultural,1,0.2438349052522281
Augochloropsis_metallica,0.7010000000000001,1.9685,-0.35524739194754684,0.6772718314016551,0.08013294794377157,Agricultural,1,0.35610871221742446
Bombus_griseocollis,3.053,4.296833333333334,1.1161247137527408,1.4578783172901866,0.0837875363902494,Agricultural,0,0.7105232535588223
Bombus_impatiens,2.5936666666666666,4.142055555555555,0.9530725759666834,1.4211921756201773,-0.0102863213751928,Agricultural,0,0.626178628431938
Bombus_ternarius,1.987,3.1115,0.6866259635696799,1.1351049250271354,0.2611760853675036,Agricultural,1,0.6385987465852483
Bombus_vagans,1.179,2.794,0.16466662155523393,1.02747426083477,-0.058413158416225075,Agricultural,1,0.42197566213314247
Calliopsis_andreniformis,0.365,1.524,-1.0078579253996456,0.42133845726445457,-0.09126470390708134,Agricultural,1,0.239501312335958
Ceratina_calcarata,0.332,1.7061666666666668,-1.1026203100656484,0.5342491387095788,-0.39832481865591884,Agricultural,1,0.19458825827879261
Ceratina_strenua,0.153,0.889,-1.8773173575897015,-0.11765804346823246,0.05271172456369372,Agricultural,1,0.172103487064117
Colletes_thoracicus,1.5213333333333332,3.2808333333333333,0.4195871433317194,1.1880974551676458,-0.10550072940017947,Agricultural,0,0.46370332740665476
Halictus_confusus,0.41840000000000005,1.7855,-0.8713173662314238,0.5796984880523661,-0.25247697593101603,Agricultural,1,0.23433211985438254
Halictus_ligatus,0.689,2.4988571428571427,-0.37251400796847856,0.9158334844953607,-0.38568376792946585,Agricultural,1,0.27572604619254515
Halictus_rubicundus,0.83875,2.313875,-0.1758425906962455,0.8389236082977121,-0.04440431243856233,Agricultural,1,0.36248716979093515
Hylaeus_mesillae,0.34,1.76,-1.0788096613719298,0.5653138090500605,-0.43292280690113355,Agricultural,1,0.1931818181818182
Hylaeus_modestus,0.31,2.08,-1.171182981502945,0.7323678937132266,-0.8393957544645838,Agricultural,NA,0.14903846153846154
Lasioglossum_coriaceum,0.742,1.905,-0.2984060358147566,0.6444820085786643,0.19862661957093328,Agricultural,1,0.38950131233595797
Lasioglossum_leucozonium,0.48000000000000004,2.216666666666667,-0.7339691750802003,0.7960045659996531,-0.5218333477457681,Agricultural,1,0.21654135338345865
Megachile_campanulae,0.822,2.286,-0.1960148839259572,0.8268035653726189,-0.04178817176129834,Agricultural,NA,0.3595800524934383
Megachile_mendica,1.803,2.8575,0.5894519442211802,1.0499471166868286,0.3241180902789648,Agricultural,1,0.6309711286089239
Megachile_pugnata,3,6.43,1.0986122886681098,1.860974538249528,-0.691637352062411,Agricultural,NA,0.4665629860031104
Megachile_rotundata,1.391,3.1667,0.33002291294130587,1.1526900361987737,-0.1284909689247534,Agricultural,NA,0.43925853412069343
Megachile_sculpturalis,3.854,4.7625,1.3491115699921747,1.5607727404528193,0.12330950342674184,Agricultural,0,0.809238845144357
Nomada_cressonii,1.76,3.34,0.5653138090500605,1.205970806988609,0.006619974756353464,Agricultural,NA,0.5269461077844312
Nomada_luteoloides,1.7,3.53,0.5306282510621704,1.2612978709452054,-0.13209303165183345,Agricultural,0,0.48158640226628896
Osmia_atriventris,0.447,2.032,-0.8051966843685682,0.7090205297162355,-0.4295111093923471,Agricultural,NA,0.21998031496062992
Osmia_bucephala,1.4209999999999998,3.048,0.35136084911496346,1.1144856378244,-0.03532008523672096,Agricultural,NA,0.46620734908136474
Osmia_cornifrons,0.877,2.746375,-0.13124828660995402,1.0102818602943973,-0.32200244811306705,Agricultural,0,0.31933002594328885
Osmia_lignaria,1.1735,3.46075,0.15999073630894114,1.2414853285857073,-0.4654784661212704,Agricultural,NA,0.33908834790146647
Osmia_pumila,0.6040000000000001,1.80975,-0.504181081047322,0.5931887141911137,0.0892946196514899,Agricultural,NA,0.3337477552148087
Ptilothrix_bombiformis,2.129,3.3655,0.7556523859113424,1.2135765404686307,0.18265804494494853,Agricultural,1,0.632595453870153
Xylocopa_virginica,5.3,7.848571428571429,1.667706820558076,2.0603315316118147,-0.49737925393820537,Agricultural,0,0.6752821259555879
Agapostemon_sericeus,0.8494999999999999,2.25425,-0.16310733787015044,0.8128173233978789,0.0174166863434986,Natural,NA,0.3768437396029721
Agapostemon_virescens,1.2810000000000001,1.7145,0.2476410229145973,0.5391214929208379,0.9427753815955995,Natural,0,0.747156605424322
Andrena_carlini,1.558,3.102333333333333,0.4434029474485566,1.1321545165354636,0.0235005074301049,Natural,1,0.5022026431718062
Andrena_crataegi,0.7983333333333333,1.9685,-0.22522905780523111,0.6772718314016551,0.2101512820860873,Natural,NA,0.40555414444162224
Andrena_dunningi,1.2845,2.555875,0.25036953756780117,0.9383946307810812,0.19477969756458097,Natural,NA,0.5025676138308799
Andrena_hirticincta,1.168,2.667,0.15529288440603525,0.9809542451998772,0.019681301387276532,Natural,NA,0.43794525684289465
Andrena_milwaukeensis,1.0025,2.286,0.002496880198587146,0.8268035653726189,0.156723592363246,Natural,1,0.4385389326334208
Andrena_miserabilis,0.4545,2.0549999999999997,-0.7885573653646035,0.7202758479481978,-0.43403434544006586,Natural,1,0.22116788321167888
Andrena_nasonii,0.3305,1.27,-1.1071486196903961,0.23901690047049992,0.15225054502319932,Natural,1,0.26023622047244094
Andrena_nubecula,0.4155,1.3335,-0.8782726646866342,0.28780706463993183,0.28938990813885573,Natural,1,0.31158605174353204
Andrena_pruni,0.6605,1.762125,-0.4147581550197571,0.5665204671089524,0.22885990819400093,Natural,1,0.37483152443782364
Andrena_rugosa,0.5153333333333333,1.5451666666666666,-0.6629413385028795,0.43513177939679026,0.22771730406838603,Natural,1,0.33351310538237516
Andrena_vicina,1.56025,2.82575,0.4448460648320153,1.0387738160887034,0.2005205541586163,Natural,1,0.5521542953198265
Andrena_wilkella,1.0102499999999999,2.286,0.010197824976445877,0.8268035653726189,0.16442453714110475,Natural,0,0.44192913385826765
Anthidium_manicatum,2.3458,3.6718,0.8526264951052677,1.3006820050439682,0.11585409372443574,Natural,0,0.6388692194563974
Anthidium_oblongatum,1.7525714285714287,3.071857142857143,0.5610840971966918,1.1222823112279383,0.15974364574189912,Natural,0,0.5705250430172534
Augochlora_pura,0.586,1.9381,-0.5344354894051245,0.6617081117245649,-0.06979182104210917,Natural,1,0.3023579794644239
Augochlorella_aurata,0.35225,1.444625,-1.0434141282033473,0.3678497723134684,-0.026250028430067452,Natural,1,0.2438349052522281
Augochloropsis_metallica,0.7010000000000001,1.9685,-0.35524739194754684,0.6772718314016551,0.08013294794377157,Natural,1,0.35610871221742446
Bombus_griseocollis,3.053,4.296833333333334,1.1161247137527408,1.4578783172901866,0.0837875363902494,Natural,0,0.7105232535588223
Bombus_impatiens,2.5936666666666666,4.142055555555555,0.9530725759666834,1.4211921756201773,-0.0102863213751928,Natural,0,0.626178628431938
Bombus_ternarius,1.987,3.1115,0.6866259635696799,1.1351049250271354,0.2611760853675036,Natural,1,0.6385987465852483
Bombus_vagans,1.179,2.794,0.16466662155523393,1.02747426083477,-0.058413158416225075,Natural,0,0.42197566213314247
Calliopsis_andreniformis,0.365,1.524,-1.0078579253996456,0.42133845726445457,-0.09126470390708134,Natural,1,0.239501312335958
Ceratina_calcarata,0.332,1.7061666666666668,-1.1026203100656484,0.5342491387095788,-0.39832481865591884,Natural,1,0.19458825827879261
Ceratina_strenua,0.153,0.889,-1.8773173575897015,-0.11765804346823246,0.05271172456369372,Natural,1,0.172103487064117
Colletes_thoracicus,1.5213333333333332,3.2808333333333333,0.4195871433317194,1.1880974551676458,-0.10550072940017947,Natural,NA,0.46370332740665476
Halictus_confusus,0.41840000000000005,1.7855,-0.8713173662314238,0.5796984880523661,-0.25247697593101603,Natural,0,0.23433211985438254
Halictus_ligatus,0.689,2.4988571428571427,-0.37251400796847856,0.9158334844953607,-0.38568376792946585,Natural,0,0.27572604619254515
Halictus_rubicundus,0.83875,2.313875,-0.1758425906962455,0.8389236082977121,-0.04440431243856233,Natural,NA,0.36248716979093515
Hylaeus_mesillae,0.34,1.76,-1.0788096613719298,0.5653138090500605,-0.43292280690113355,Natural,NA,0.1931818181818182
Hylaeus_modestus,0.31,2.08,-1.171182981502945,0.7323678937132266,-0.8393957544645838,Natural,NA,0.14903846153846154
Lasioglossum_coriaceum,0.742,1.905,-0.2984060358147566,0.6444820085786643,0.19862661957093328,Natural,1,0.38950131233595797
Lasioglossum_leucozonium,0.48000000000000004,2.216666666666667,-0.7339691750802003,0.7960045659996531,-0.5218333477457681,Natural,0,0.21654135338345865
Megachile_campanulae,0.822,2.286,-0.1960148839259572,0.8268035653726189,-0.04178817176129834,Natural,NA,0.3595800524934383
Megachile_mendica,1.803,2.8575,0.5894519442211802,1.0499471166868286,0.3241180902789648,Natural,1,0.6309711286089239
Megachile_pugnata,3,6.43,1.0986122886681098,1.860974538249528,-0.691637352062411,Natural,0,0.4665629860031104
Megachile_rotundata,1.391,3.1667,0.33002291294130587,1.1526900361987737,-0.1284909689247534,Natural,0,0.43925853412069343
Megachile_sculpturalis,3.854,4.7625,1.3491115699921747,1.5607727404528193,0.12330950342674184,Natural,0,0.809238845144357
Nomada_cressonii,1.76,3.34,0.5653138090500605,1.205970806988609,0.006619974756353464,Natural,1,0.5269461077844312
Nomada_luteoloides,1.7,3.53,0.5306282510621704,1.2612978709452054,-0.13209303165183345,Natural,1,0.48158640226628896
Osmia_atriventris,0.447,2.032,-0.8051966843685682,0.7090205297162355,-0.4295111093923471,Natural,1,0.21998031496062992
Osmia_bucephala,1.4209999999999998,3.048,0.35136084911496346,1.1144856378244,-0.03532008523672096,Natural,1,0.46620734908136474
Osmia_cornifrons,0.877,2.746375,-0.13124828660995402,1.0102818602943973,-0.32200244811306705,Natural,1,0.31933002594328885
Osmia_lignaria,1.1735,3.46075,0.15999073630894114,1.2414853285857073,-0.4654784661212704,Natural,1,0.33908834790146647
Osmia_pumila,0.6040000000000001,1.80975,-0.504181081047322,0.5931887141911137,0.0892946196514899,Natural,1,0.3337477552148087
Ptilothrix_bombiformis,2.129,3.3655,0.7556523859113424,1.2135765404686307,0.18265804494494853,Natural,1,0.632595453870153
Xylocopa_virginica,5.3,7.848571428571429,1.667706820558076,2.0603315316118147,-0.49737925393820537,Natural,0,0.6752821259555879
Agapostemon_sericeus,0.8494999999999999,2.25425,-0.16310733787015044,0.8128173233978789,0.0174166863434986,Urban,NA,0.3768437396029721
Agapostemon_virescens,1.2810000000000001,1.7145,0.2476410229145973,0.5391214929208379,0.9427753815955995,Urban,0,0.747156605424322
Andrena_carlini,1.558,3.102333333333333,0.4434029474485566,1.1321545165354636,0.0235005074301049,Urban,0,0.5022026431718062
Andrena_crataegi,0.7983333333333333,1.9685,-0.22522905780523111,0.6772718314016551,0.2101512820860873,Urban,0,0.40555414444162224
Andrena_dunningi,1.2845,2.555875,0.25036953756780117,0.9383946307810812,0.19477969756458097,Urban,NA,0.5025676138308799
Andrena_hirticincta,1.168,2.667,0.15529288440603525,0.9809542451998772,0.019681301387276532,Urban,1,0.43794525684289465
Andrena_milwaukeensis,1.0025,2.286,0.002496880198587146,0.8268035653726189,0.156723592363246,Urban,NA,0.4385389326334208
Andrena_miserabilis,0.4545,2.0549999999999997,-0.7885573653646035,0.7202758479481978,-0.43403434544006586,Urban,0,0.22116788321167888
Andrena_nasonii,0.3305,1.27,-1.1071486196903961,0.23901690047049992,0.15225054502319932,Urban,0,0.26023622047244094
Andrena_nubecula,0.4155,1.3335,-0.8782726646866342,0.28780706463993183,0.28938990813885573,Urban,0,0.31158605174353204
Andrena_pruni,0.6605,1.762125,-0.4147581550197571,0.5665204671089524,0.22885990819400093,Urban,0,0.37483152443782364
Andrena_rugosa,0.5153333333333333,1.5451666666666666,-0.6629413385028795,0.43513177939679026,0.22771730406838603,Urban,0,0.33351310538237516
Andrena_vicina,1.56025,2.82575,0.4448460648320153,1.0387738160887034,0.2005205541586163,Urban,0,0.5521542953198265
Andrena_wilkella,1.0102499999999999,2.286,0.010197824976445877,0.8268035653726189,0.16442453714110475,Urban,0,0.44192913385826765
Anthidium_manicatum,2.3458,3.6718,0.8526264951052677,1.3006820050439682,0.11585409372443574,Urban,1,0.6388692194563974
Anthidium_oblongatum,1.7525714285714287,3.071857142857143,0.5610840971966918,1.1222823112279383,0.15974364574189912,Urban,NA,0.5705250430172534
Augochlora_pura,0.586,1.9381,-0.5344354894051245,0.6617081117245649,-0.06979182104210917,Urban,0,0.3023579794644239
Augochlorella_aurata,0.35225,1.444625,-1.0434141282033473,0.3678497723134684,-0.026250028430067452,Urban,0,0.2438349052522281
Augochloropsis_metallica,0.7010000000000001,1.9685,-0.35524739194754684,0.6772718314016551,0.08013294794377157,Urban,0,0.35610871221742446
Bombus_griseocollis,3.053,4.296833333333334,1.1161247137527408,1.4578783172901866,0.0837875363902494,Urban,1,0.7105232535588223
Bombus_impatiens,2.5936666666666666,4.142055555555555,0.9530725759666834,1.4211921756201773,-0.0102863213751928,Urban,1,0.626178628431938
Bombus_ternarius,1.987,3.1115,0.6866259635696799,1.1351049250271354,0.2611760853675036,Urban,0,0.6385987465852483
Bombus_vagans,1.179,2.794,0.16466662155523393,1.02747426083477,-0.058413158416225075,Urban,0,0.42197566213314247
Calliopsis_andreniformis,0.365,1.524,-1.0078579253996456,0.42133845726445457,-0.09126470390708134,Urban,0,0.239501312335958
Ceratina_calcarata,0.332,1.7061666666666668,-1.1026203100656484,0.5342491387095788,-0.39832481865591884,Urban,0,0.19458825827879261
Ceratina_strenua,0.153,0.889,-1.8773173575897015,-0.11765804346823246,0.05271172456369372,Urban,0,0.172103487064117
Colletes_thoracicus,1.5213333333333332,3.2808333333333333,0.4195871433317194,1.1880974551676458,-0.10550072940017947,Urban,NA,0.46370332740665476
Halictus_confusus,0.41840000000000005,1.7855,-0.8713173662314238,0.5796984880523661,-0.25247697593101603,Urban,0,0.23433211985438254
Halictus_ligatus,0.689,2.4988571428571427,-0.37251400796847856,0.9158334844953607,-0.38568376792946585,Urban,1,0.27572604619254515
Halictus_rubicundus,0.83875,2.313875,-0.1758425906962455,0.8389236082977121,-0.04440431243856233,Urban,0,0.36248716979093515
Hylaeus_mesillae,0.34,1.76,-1.0788096613719298,0.5653138090500605,-0.43292280690113355,Urban,0,0.1931818181818182
Hylaeus_modestus,0.31,2.08,-1.171182981502945,0.7323678937132266,-0.8393957544645838,Urban,NA,0.14903846153846154
Lasioglossum_coriaceum,0.742,1.905,-0.2984060358147566,0.6444820085786643,0.19862661957093328,Urban,0,0.38950131233595797
Lasioglossum_leucozonium,0.48000000000000004,2.216666666666667,-0.7339691750802003,0.7960045659996531,-0.5218333477457681,Urban,0,0.21654135338345865
Megachile_campanulae,0.822,2.286,-0.1960148839259572,0.8268035653726189,-0.04178817176129834,Urban,NA,0.3595800524934383
Megachile_mendica,1.803,2.8575,0.5894519442211802,1.0499471166868286,0.3241180902789648,Urban,0,0.6309711286089239
Megachile_pugnata,3,6.43,1.0986122886681098,1.860974538249528,-0.691637352062411,Urban,NA,0.4665629860031104
